company_name,company_number,company_status,company_type,date_of_cessation,date_of_creation,sic_codes,company_subtype,address_line_1,locality,postal_code,address_line_2,region,country,SICCODE_0,SICCODE_1,SICCODE_2,SICCODE_3,Value
A F MEDICAL CONSULTANTS LIMITED,8548300,Active,ltd,,29-05-2013,[86210],,ST GEORGE'S HOUSE,HUNTINGDON,PE29 3GH,14 GEORGE STREET,CAMBRIDGESHIRE,,86210,,,,
A FARMERY LIMITED,9751032,Active,ltd,,26-08-2015,[86210],,C/O SANDISON EASSON & CO. REX BUILDINGS,WILMSLOW,SK9 1HY,ALDERLEY ROAD,Cheshire,UNITED KINGDOM,86210,,,,
A G PATEL & FAMILY SERVICES LIMITED,8880514,Active,ltd,,06-02-2014,[86210],,18 WALSWORTH ROAD,HITCHIN,SG4 9SP,,Hertfordshire,,86210,,,,
A GHALY CONSULTANT SERVICES LTD,SC396573,Active,ltd,,29-03-2011,[86210],,58 CRAIGMOUNT BRAE,EDINBURGH,EH12 8XE,,,SCOTLAND,86210,,,,
A GINGER CAT LIMITED,10320645,Active,ltd,,09-08-2016,[86210],,205 LEY STREET,ILFORD,IG1 4BL,,Essex,UNITED KINGDOM,86210,,,,
A GOLASH LIMITED,7100110,Active,ltd,,09-12-2009,[86210],,DERWENT HOUSE,NEWCASTLE UNDER LYME,ST5 0QW,THE BRAMPTON,Staffordshire,,86210,,,,
A GP FOR YOU LTD,8725537,Active,ltd,,09-10-2013,[86210],,28 HOLLY OAK ROAD,SWANSEA,SA4 9DP,PENLLERGAER,,,86210,,,,
A H ISMAIEL LIMITED,7304964,Active,ltd,,06-07-2010,[86210],,5 FENNELL COURT,WAKEFIELD,WF2 6TS,CARR LANE SANDAL,West Yorkshire,,86210,,,,
A H M LOCUMS LIMITED,13834089,Active,ltd,,07-01-2022,[86210],,12 TENTERCROFT STREET,LINCOLN,LN5 7DB,,Lincolnshire,UNITED KINGDOM,86210,,,,
A HANIF LTD,8238262,Active,ltd,,03-10-2012,[86210],,14 DOBCROSS CLOSE,MANCHESTER,M13 0GQ,,,,86210,,,,
A HASSAN LTD,14103913,Active,ltd,,12-05-2022,[86210],,254 GOLDHAWK ROAD,London,W12 9PE,,,ENGLAND,86210,,,,
A HATCH SPECIALIST PRACTIONER SERVICES LIMITED,8617625,Active,ltd,,19-07-2013,[86210],,15 CHARLTON CLOSE,BILLINGHAM,TS23 4DG,,CLEVELAND,,86210,,,,
A IMAM LTD,13543359,Active,ltd,,02-08-2021,[86210],,133 LANSBURY CRESCENT,DARTFORD,DA1 5DQ,,,ENGLAND,86210,,,,
A J CHAUHAN MEDICALS LTD,6190796,Active,ltd,,29-03-2007,[86210],,HIGHFIELD COURT TOLLGATE,EASTLEIGH,SO53 3TY,CHANDLER'S FORD,HAMPSHIRE,ENGLAND,86210,,,,
A J GRAY MEDICAL LIMITED,13161912,Active,ltd,,27-01-2021,[86210],,20 SHANKLIN DRIVE,LEICESTER,LE2 3RG,,,ENGLAND,86210,,,,
A J GREENWOOD LIMITED,7182699,Active,ltd,,09-03-2010,[86210],,2 ORIEL COURT,ALTON,GU34 2YT,OMEGA PARK,HAMPSHIRE,UNITED KINGDOM,86210,,,,
A J M MCLAUGHLIN LTD,10290803,Active,ltd,,21-07-2016,[86210],,34 LUDLOW CLOSE,WILLSBRIDGE,BS30 6EB,,BRISTOL,UNITED KINGDOM,86210,,,,
A J MARCUS RADIOLOGIST LIMITED,7669014,Active,ltd,,14-06-2011,[86210],,930 HIGH ROAD,London,N12 9RT,NORTH FINCHLEY,,,86210,,,,
A J RABCEWICZ LIMITED,8001165,Active,ltd,,22-03-2012,[86210],,27 CHURCH LANE,BRISTOL,BS48 4NG,NAILSEA,,ENGLAND,86210,,,,
A J WARD LTD,7231490,Active,ltd,,22-04-2010,[86210],,4 GRANGE PARK,BRISTOL,BS9 4BP,WESTBURY ON TYM HENLEAZE,AVON,,86210,,,,
A JAMIL LTD,7692873,Active,ltd,,05-07-2011,[86210],,60 VYNER ROAD SOUTH,PRENTON,CH43 7PS,,,UNITED KINGDOM,86210,,,,
A K & V CHOUDHRY LIMITED,9514870,Active,ltd,,27-03-2015,[86210],,7 WENTWORTH COURT,PONTELAND,NE20 9PR,DARRAS HALL,NORTHUMBERLAND,UNITED KINGDOM,86210,,,,
A K B VERITAS LIMITED,7951820,Active,ltd,,16-02-2012,[86210],,ARCHWAY HOUSE,BATH,BA2 6PW,SPRING GARDENS ROAD,Somerset,ENGLAND,86210,,,,
A K I DIVINE HEALTH CARE PRACTITIONER LIMITED,10342811,Active,ltd,,23-08-2016,[86210],,6 TANNERY CLOSE,DAGENHAM,RM10 7EX,,,ENGLAND,86210,,,,
A K SARKAR LTD,7835703,Active,ltd,,04-11-2011,[86210],,70 GUFFITTS RAKE,WIRRAL,CH47 7AD,MEOLS,Merseyside,,86210,,,,
A KHALIFA LIMITED,14400307,Active,ltd,,05-10-2022,[86210],,2 CHAPEL STREET,WREXHAM,LL13 7DE,,,WALES,86210,,,,
A KRIGE LIMITED,7676995,Active,ltd,,21-06-2011,[86210],,MENTOR HOUSE,BLACKBURN,BB1 6AY,AINSWORTH STREET,Lancashire,,86210,,,,
A L DESAI LIMITED,6960949,Active,ltd,,14-07-2009,[86210],,4 CLARIDGE COURT,BERKHAMSTED,HP4 2AF,LOWER KINGS ROAD,,ENGLAND,86210,,,,
A L R MED LIMITED,9473901,Active,ltd,,05-03-2015,[86210],,"AMS MEDICAL ACCOUNTANTS, FLOOR 2",MANCHESTER,M1 3BE,9 PORTLAND STREET,,ENGLAND,86210,,,,
A L SALIK LTD,6208693,Active,ltd,,11-04-2007,[86210],,40 ROGERS ROAD,BIRMINGHAM,B8 2JH,,,,86210,,,,
A LIFE WORTH LIVING LTD,14201205,Active,ltd,,28-06-2022,[86210],,24 CHERRY ORCHARD ROAD,BROMLEY,BR2 8NE,,,UNITED KINGDOM,86210,,,,
A M M HEALTHCARE LTD,12290207,Active,ltd,,30-10-2019,[86210],,12 COLLEGE STREET,ST HELENS,WA10 1TD,,,UNITED KINGDOM,86210,,,,
A M SAMY LIMITED,6448831,Active,ltd,,10-12-2007,[86210],,6 MARTLET CLOSE,NORTHAMPTON,NN4 6EX,WOOTTON,,ENGLAND,86210,,,,
A M STEWART ANAESTHESIA LIMITED,12235833,Active,ltd,,01-10-2019,[86210],,72 TEG DOWN MEADS,WINCHESTER,SO22 5ND,,,UNITED KINGDOM,86210,,,,
A M TAKAR LTD,7393604,Active,ltd,,30-09-2010,[86210],,7 GREEN LANE CLOSE,LEICESTER,LE5 4NJ,,,ENGLAND,86210,,,,
A MCAULIFFE LIMITED,13938346,Active,ltd,,24-02-2022,[86210],,61 ST THOMAS STREET,WEYMOUTH,DT4 8EQ,,Dorset,UNITED KINGDOM,86210,,,,
A MCEWAN ASSOCIATES LIMITED,7605795,Active,ltd,,15-04-2011,[86210],,C/O WILLIAMS & CO,EPSOM,KT18 7PF,8/10 SOUTH STREET,Surrey,,86210,,,,
A MEDICARE LTD,10264794,Active,ltd,,06-07-2016,[86210],,"UNIT 6, RIVERSIDE COURT",SHEFFIELD,S9 2TF,DON ROAD,,ENGLAND,86210,,,,
A MENON LIMITED,7505867,Active,ltd,,26-01-2011,[86210],,102 MAIN ROAD,NOTTINGHAM,NG15 9GW,RAVENSHEAD,,,86210,,,,
A MUNZAR LIMITED,6907753,Active,ltd,,18-05-2009,[86210],,28 WICKET DRIVE,WAKEFIELD,WF1 3AL,,West Yorkshire,,86210,,,,
A N BHATTI LTD,9711077,Active,ltd,,30-07-2015,[86210],,10 LIGHTRIDGE CLOSE,HUDDERSFIELD,HD2 2HW,FIXBY,West Yorkshire,ENGLAND,86210,,,,
A N PERERA MEDICAL LIMITED,9133517,Active,ltd,,16-07-2014,[86210],,173 BARNFIELD AVENUE,KINGSTON UPON THAMES,KT2 5RQ,,Surrey,,86210,,,,
A NASSER LIMITED,13793200,Active,ltd,,10-12-2021,[86210],,7 KINGLAS DRIVE,DERBY,DE3 0AX,MICKLEOVER,,UNITED KINGDOM,86210,,,,
A P MANN LIMITED,9053610,Active,ltd,,23-05-2014,[86210],,"CHARLES RIPPIN & TURNER, Middlesex HOUSE, 130",HARROW,HA1 1BQ,COLLEGE ROAD,Middlesex,,86210,,,,
A PANDYA LTD,14515068,Active,ltd,,30-11-2022,[86210],,12 RAGDALE ROAD,LEICESTER,LE4 6GY,,,ENGLAND,86210,,,,
A PAUL LIMITED,13676074,Active,ltd,,13-10-2021,[86210],,2 GERARD COURT,RUGBY,CV22 7GS,CAWSTON,WARWICKSHIRE,ENGLAND,86210,,,,
A PERFECT JOB LIMITED,9445470,Active,ltd,,18-02-2015,[86210],,KEMP HOUSE,London,EC1V 2NX,152- 160 CITY ROAD,,ENGLAND,86210,,,,
A Q LOCUMS LIMITED,7255710,Active,ltd,,17-05-2010,[86210],,"SUIT 2, PARKWAY 5",MANCHESTER,M14 7HR,PRINCESS ROAD,Greater Manchester,ENGLAND,86210,,,,
A R MACHIN LIMITED,12122222,Active,ltd,,25-07-2019,[86210],,49 NORTH STREET,LEEK,ST13 8DW,,,ENGLAND,86210,,,,
A R MEDICS LIMITED,6741340,Active,ltd,,05-11-2008,[86210],,21 GLENEAGLES DRIVE,LANCASTER,LA1 3RP,,Lancashire,,86210,,,,
A R MEDS LIMITED,11051893,Active,ltd,,07-11-2017,[86210],,169 LICHFIELD LANE,MANSFIELD,NG18 4RP,,,ENGLAND,86210,,,,
A RANA CONSULTANCY LTD,14171279,Active,ltd,,14-06-2022,[86210],,2 WIMBERLEY PLACE,BLACKBURN,BB1 7HS,,Lancashire,UNITED KINGDOM,86210,,,,
A RAPID TEST TO FLY LTD,13385285,Active,ltd,,10-05-2021,[86210],,SPECTRUM HOUSE BEEHIVE RING ROAD,GATWICK,RH6 0LG,London GATWICK AIRPORT,,ENGLAND,86210,,,,
A RASHID MEDICAL LTD,9660293,Active,ltd,,29-06-2015,[86210],,"AMS MEDICAL ACCOUNTANTS, FLOOR 2,",MANCHESTER,M1 3BE,9 PORTLAND STREET,,ENGLAND,86210,,,,
A SAHOTA LTD,7093856,Active,ltd,,03-12-2009,[86210],,7 LINDUM TERRACE,LINCOLN,LN2 5RP,,,,86210,,,,
A SAMA HEALTHCARE LTD,12165163,Active,ltd,,20-08-2019,[86210],,18-20 HIGH STREET,STEVENAGE,SG1 3EJ,,,UNITED KINGDOM,86210,,,,
A SHAFIQ LIMITED,11377401,Active,ltd,,23-05-2018,[86210],,WINONA LODGE,MORPETH,NE65 8UY,LONGHORSLEY,,UNITED KINGDOM,86210,,,,
A SHAH FRCOPHTH LTD,14410795,Active,ltd,,11-10-2022,[86210],,64 NEW CAVENDISH STREET,London,W1G 8TB,,,ENGLAND,86210,,,,
A SHAIDA LTD,7284870,Active,ltd,,15-06-2010,[86210],,64 WELLFIELDS,LOUGHTON,IG10 1NY,,Essex,,86210,,,,
A SIMONS (MEDICAL) LIMITED,10150835,Active,ltd,,27-04-2016,[86210],,GRANVILLE HOUSE,WOLVERHAMPTON,WV1 4SB,2 TETTENHALL ROAD,West Midlands,UNITED KINGDOM,86210,,,,
A SQUARED HEALTHCARE LTD,12402817,Active,ltd,,14-01-2020,[86210],,71-75 SHELTON STREET,London,WC2H 9JQ,,GREATER London,UNITED KINGDOM,86210,,,,
A STEP AHEAD PODIATRY LTD,SC583677,Active,ltd,,12-12-2017,[86210],,6 DUNCANRIG CRESCENT,GLASGOW,G75 8FL,EAST KILBRIDE,,SCOTLAND,86210,,,,
A T J EDWARDS LTD.,6498544,Active,ltd,,08-02-2008,[86210],,C/O CAPITAX & CO. (TAX CONSULTANTS) LTD.,SOLIHULL,B92 8LN,960 OLD LODE LANE,West Midlands,ENGLAND,86210,,,,
A TIWARY LTD,14296500,Active,ltd,,15-08-2022,[86210],,83 HAUXTON ROAD,CAMBRIDGE,CB22 5HJ,,,ENGLAND,86210,,,,
A TO Z ANAESTHETICS LTD,13424622,Active,ltd,,27-05-2021,[86210],,"UNIT 17, ORBITAL 25 BUSINESS PARK",WATFORD,WD18 9DA,DWIGHT ROAD,,UNITED KINGDOM,86210,,,,
A TO Z HEALTH SERVICES LIMITED,12713262,Active,ltd,,02-07-2020,[86210],,"SUITE 5, 5TH FLOOR, CITY REACH",London,E14 9NN,5 GREENWICH VIEW PLACE,,UNITED KINGDOM,86210,,,,
A TO Z HEALTHCARE SERVICES LIMITED,11809800,Active,ltd,,06-02-2019,[86210],,"3RD FLOOR,INTERNATIONAL HOUSE",WALSALL,WS4 2LA,HATHERTON STREET,,ENGLAND,86210,,,,
A TO Z MEDICAL LTD,9128819,Active,ltd,,14-07-2014,[86210],,10 ST JAMES DRIVE,London,SW17 7RX,,,UNITED KINGDOM,86210,,,,
A V SINGH LIMITED,12994040,Active,ltd,,03-11-2020,[86210],,17 CHANCELLOR AVENUE,CHELMSFORD,CM2 6WS,SPRINGFIELD,,ENGLAND,86210,,,,
A W MEDICAL SERVICES LIMITED,11626138,Active,ltd,,16-10-2018,[86210],,12 CONQUEROR COURT,SITTINGBOURNE,ME10 5BH,,Kent,ENGLAND,86210,,,,
A ZULFI PRACTITIONERS LTD,11630291,Active,ltd,,18-10-2018,[86210],,FLAT 21,CHERTSEY,KT16 9LT,GUILDFORD ROAD,,ENGLAND,86210,,,,
A&A DOCTORS LTD,8124296,Active,ltd,,29-06-2012,[86210],,77A HOME FARM LANE,BURY ST. EDMUNDS,IP33 2QL,,Suffolk,,86210,,,,
A&A HEALTH LIMITED,10721520,Active,ltd,,11-04-2017,[86210],,CHURCH COURT,HALESOWEN,B63 3TT,STOURBRIDGE ROAD,West Midlands,UNITED KINGDOM,86210,,,,
A&A MEDICAL 5 LIMITED,12880511,Active - Proposal to Strike off,ltd,,15-09-2020,[86210],,NORTHSIDE HOUSE,BARNET,EN4 9EE,MOUNT PLEASANT,HERTS,ENGLAND,86210,,,,
A&A PRIVATE LIMITED,8391196,Active,ltd,,06-02-2013,[86210],,4A STAFFORD ROAD,MANCHESTER,M30 9HW,ECCLES,,ENGLAND,86210,,,,
A&C WILLIAMS LTD,10527391,Active,ltd,,15-12-2016,[86210],,HENSTAFF COURT,GROESFAEN,CF72 8NG,LLANTRISANT ROAD,,WALES,86210,,,,
A&D SPECIALIST CARE LTD,8693637,Active,ltd,,17-09-2013,[86210],,7 LINDUM TERRACE,LINCOLN,LN2 5RP,,Lincolnshire,,86210,,,,
A&E JOHNSTON LTD,12101124,Active,ltd,,12-07-2019,[86210],,7 LINDUM TERRACE,LINCOLN,LN2 5RP,,Lincolnshire,ENGLAND,86210,,,,
A&E LUXURY LIMITED,14323467,Active,ltd,,30-08-2022,[86210],,APARTMENT 34 WEST HOUSE,WEST BROMWICH,B70 8EG,LOMBARD STREET WEST,,ENGLAND,86210,,,,
A&E MEDICAL SERVICES LTD,8423404,Active,ltd,,28-02-2013,[86210],,99 CANTERBURY AVENUE,ILFORD,IG1 3NG,,Essex,,86210,,,,
A&E UK CONSULTANTS LTD,8143681,Active,ltd,,16-07-2012,[86210],,76 GEARY ROAD,London,NW10 1HR,,,,86210,,,,
A&F MED AESTHETICS LIMITED,13325080,Active,ltd,,09-04-2021,[86210],,1 STANYARDS COURTYARD STANYARDS FARM,CHOBHAM,GU24 8JE,CHERTSEY ROAD,Surrey,ENGLAND,86210,,,,
A&G MEDICAL LTD,9732999,Active,ltd,,14-08-2015,[86210],,17 YEW TREE LANE,SOLIHULL,B91 2PA,,,ENGLAND,86210,,,,
A&H EAST Kent LTD,12192143,Active,ltd,,05-09-2019,[86210],,6-7 CECIL SQUARE,MARGATE,CT9 1BD,,Kent,UNITED KINGDOM,86210,,,,
A&H GUPTA LTD,13207341,Active,ltd,,17-02-2021,[86210],,"C/O THE ACCOUNTANCY PARTNERSHIP SUITE 5, 5TH FLOOR, CITY REACH",London,E14 9NN,5 GREENWICH VIEW PLACE,,ENGLAND,86210,,,,
A&H MEDICAL LIMITED,11494947,Active,ltd,,01-08-2018,[86210],,1 WINIFRED RATCLIFFE PLACE,HASSOCKS,BN6 9FZ,HURSTPIERPOINT,,UNITED KINGDOM,86210,,,,
A&K HABIB LTD,10067105,Active,ltd,,16-03-2016,[86210],,121 THORNE ROAD,DONCASTER,DN2 5BQ,,,UNITED KINGDOM,86210,,,,
A&K MEDICAL LIMITED,13794356,Active,ltd,,10-12-2021,[86210],,HUNTERSCOMBE,BRADFORD-ON-AVON,BA15 2HF,TURLEIGH,,ENGLAND,86210,,,,
A&L JOHNSON LIMITED,7834153,Active,ltd,,03-11-2011,[86210],,43 HIGH GROVE ROAD,CHEADLE,SK8 1NW,,Cheshire,,86210,,,,
A&M FUTURE LTD,14196933,Active,ltd,,27-06-2022,[86210],,96 REGENT STREET,LEICESTER,LE2 4DL,,,ENGLAND,86210,,,,
A&M HEALTH PROFESSIONALS LIMITED,9500624,Active,ltd,,20-03-2015,[86210],,152 BROOMFIELD ROAD,CHELMSFORD,CM1 1RN,,,ENGLAND,86210,,,,
A&M PSYCH LTD,13844974,Active,ltd,,12-01-2022,[86210],,47 MIALL ROAD,BIRMINGHAM,B28 9BS,,,ENGLAND,86210,,,,
A&N AESTHETICS LTD,13083220,Active,ltd,,15-12-2020,[86210],,SEYMOUR CHAMBERS,LIVERPOOL,L3 5NW,92 London ROAD,Merseyside,UNITED KINGDOM,86210,,,,
A&N PROFESSIONALS LTD,13484243,Active,ltd,,29-06-2021,[86210],,59 DARIEN WAY,LEICESTER,LE3 3TT,,,ENGLAND,86210,,,,
A&O CONSULTANCY LTD,13639502,Active,ltd,,23-09-2021,[86210],,15 ASPEN DRIVE,WYMONDHAM,NR18 9FT,,,ENGLAND,86210,,,,
A&R AESTHETICS LIMITED,11848295,Active,ltd,,26-02-2019,[86210],,32 (BASEMENT),London,W12 8LE,WOODSTOCK GROVE,,ENGLAND,86210,,,,
A&S KASKOS LTD,9431075,Active,ltd,,10-02-2015,[86210],,45 DRIFTWOOD AVENUE,ST ALBANS,AL2 3DE,,Hertfordshire,UNITED KINGDOM,86210,,,,
A&S KOTECHA LIMITED,9824562,Active,ltd,,14-10-2015,[86210],,1 BROADLEAF WAY,NEWPORT,NP20 5BZ,,,WALES,86210,,,,
A-COHEIR LIMITED,14461662,Active,ltd,,04-11-2022,[86210],,23 SANDYCROFT AVENUE,MANCHESTER,M22 9AL,WYTHENSHAWE,,UNITED KINGDOM,86210,,,,
A-CUTE MEDICAL EVENT SERVICES LIMITED,8615549,Active,ltd,,18-07-2013,[86210],,JUBILEE HALL THE SQUARE,SOUTHAMPTON,SO45 1DD,FAWLEY,HAMPSHIRE,ENGLAND,86210,,,,
A-E MEDICINE LTD,13261301,Active,ltd,,11-03-2021,[86210],,110 HARPER LANE,RADLETT,WD7 9HG,SHENLEY,,ENGLAND,86210,,,,
A-ONE MEDIC LTD,8046419,Active,ltd,,26-04-2012,[86210],,1 HALSTEADS WAY HALSTEADS WAY,KEIGHLEY,BD20 6SN,STEETON,,ENGLAND,86210,,,,
A-R HEALTH LIMITED,11360770,Active,ltd,,14-05-2018,[86210],,6 LINK ROAD,LEICESTER,LE2 3RA,,Leicestershire,UNITED KINGDOM,86210,,,,
A. BRZEZICKI CONSULTANCY LIMITED,4498479,Active - Proposal to Strike off,ltd,,30-07-2002,[86210],,73 PARK LANE,,CR0 1JG,CROYDON,,,86210,,,,
A. CANAVAN LIMITED,13763742,Active,ltd,,24-11-2021,[86210],,4 CORNFIELD TERRACE,EASTBOURNE,BN21 4NN,,East Sussex,ENGLAND,86210,,,,
A. J. W. KING LTD,5001890,Active,ltd,,22-12-2003,[86210],,8 REGAN WAY,NOTTINGHAM,NG9 6RZ,BEESTON,,UNITED KINGDOM,86210,,,,
A. MOHAMMED MEDICAL LIMITED,6059068,Active,ltd,,19-01-2007,[86210],,WELLFIELD HOUSE,HUDDERSFIELD,HD3 4AL,33 NEW HEY ROAD,,,86210,,,,
A. P. DOCTORS LIMITED,8464224,Active,ltd,,27-03-2013,[86210],,FLAT 12 QUEEN ADELAIDE HOUSE,NOTTINGHAM,NG3 2BH,99 WINDMILL LANE,Nottinghamshire,ENGLAND,86210,,,,
A. RATHER ASSOCIATES HEALTHCARE LTD,10399175,Active,ltd,,28-09-2016,[86210],,288 WOODLANDS AVENUE,RUISLIP,HA4 9QZ,EASTCOTE,Middlesex,UNITED KINGDOM,86210,,,,
A.A.A.D HEALTHCARE LIMITED,10759301,Active,ltd,,08-05-2017,[86210],,9 SHEARWATER AVENUE,TILBURY,RM18 8DQ,EAST TILBURY,,ENGLAND,86210,,,,
A.B. MEDICAL SERVICES LIMITED,4765510,Active,ltd,,15-05-2003,[86210],,SEAFARERS COURT,SOUTHAMPTON,SO14 3SG,12-14 QUEENS TERRACE,,UNITED KINGDOM,86210,,,,
A.D. ADEYEMO LIMITED,7306655,Active,ltd,,07-07-2010,[86210],,2 WYEVALE BUSINESS PARK,HEREFORD,HR4 7BS,KING'S ACRE,Herefordshire,ENGLAND,86210,,,,
A.D. JACOB LIMITED,7320576,Active,ltd,,20-07-2010,[86210],,PROGRESS HOUSE 396 WILMSLOW ROAD,MANCHESTER,M20 3BN,WITHINGTON,,,86210,,,,
A.D.B. CARES LTD,10561576,Active - Proposal to Strike off,ltd,,12-01-2017,[86210],,17 BRANSDALE CLOSE,WOLVERHAMPTON,WV6 0TN,,,UNITED KINGDOM,86210,,,,
A.H.ALLAM ENT LIMITED,12514183,Active,ltd,,12-03-2020,[86210],,1 ABBOTS QUAY,BIRKENHEAD,CH41 5LH,MONKS FERRY,Merseyside,ENGLAND,86210,,,,
A.J ORTHODONTICS LIMITED,6101768,Active,ltd,,13-02-2007,[86210],,ST. GEORGE'S COURT,NORTHWICH,CW8 4EE,WINNINGTON AVENUE,,ENGLAND,86210,,,,
A.J. HILLCOX LTD,12911742,Active,ltd,,29-09-2020,[86210],,DOBSON HOUSE REGENT CENTRE,NEWCASTLE UPON TYNE,NE3 3PF,GOSFORTH,,UNITED KINGDOM,86210,,,,
A.J. LEES MEDICAL LIMITED,7154738,Active,ltd,,11-02-2010,[86210],,4TH FLOOR FITZROVIA HOUSE,London,W1T 6QW,153-157 CLEVELAND STREET,,ENGLAND,86210,,,,
A.J.A MEDICALS LIMITED,14469122,Active,ltd,,08-11-2022,[86210],,10 PIUS AVENUE,LINCOLN,LN6 9XT,NORTH HYKEHAM,,UNITED KINGDOM,86210,,,,
A.M BEAUTYS LTD,13841367,Active,ltd,,11-01-2022,[86210],,20 MICKLEGATE,RUNCORN,WA7 6HT,MURDISHAW,Cheshire,ENGLAND,86210,,,,
A.M.D CARE COMPANY (UK) LIMITED,10316117,Active,ltd,,08-08-2016,[86210],,1 RAEBURN CLOSE,London,NW11 6UE,,,ENGLAND,86210,,,,
A.N. PRIME MEDICALS LTD,13496145,Active - Proposal to Strike off,ltd,,06-07-2021,[86210],,27 A CLIFFTOWN ROAD,SOUTHEND-ON-SEA,SS1 1AJ,,,ENGLAND,86210,,,,
A.N.G MEDICS LIMITED,9583613,Active,ltd,,11-05-2015,[86210],,56 CAMPBELL AVENUE,ILFORD,IG6 1EB,,Essex,UNITED KINGDOM,86210,,,,
A.P CLINICARE LTD,9211905,Active,ltd,,10-09-2014,[86210],,49 FELBRIGGE ROAD,ILFORD,IG3 8DW,,Essex,,86210,,,,
A.P.S HUNGIN LTD,13806039,Active,ltd,,17-12-2021,[86210],,"3B LOCKHEED COURT,",STOCKTON ON TEES,TS18 3SH,PRESTON FARM INDUSTRIAL ESTATE,CLEVELAND,ENGLAND,86210,,,,
A.S. BATES MEDICAL SERVICES LIMITED,7188317,Active,ltd,,12-03-2010,[86210],,2ND FLOOR CORNER CHAMBERS,BIRMINGHAM,B24 9ND,590A KINGSBURY ROAD ERDINGTON,,,86210,,,,
A.S. PHARMACY LOCUM LTD,13682229,Active,ltd,,15-10-2021,[86210],,55 WINMARLEIGH WALK,BLACKBURN,BB1 1UL,,,ENGLAND,86210,,,,
A.S.A INVESTMENTS LTD,8490948,Active,ltd,,16-04-2013,[86210],,92-94 LOCKWOOD ROAD,HUDDERSFIELD,HD1 3RF,LOCKWOOD,,,86210,,,,
A.S.C MEDICAL SERVICES LTD,13525720,Active,ltd,,22-07-2021,[86210],,61 DALE STREET,DARTFORD,DA1 5TY,,,ENGLAND,86210,,,,
A.TARIQ LTD,9754391,Active,ltd,,28-08-2015,[86210],,66 THORPE PARK ROAD,PETERBOROUGH,PE3 6LJ,,CAMBRIDGESHIRE,ENGLAND,86210,,,,
A.U. GOHAT LIMITED,5607839,Active,ltd,,31-10-2005,[86210],,19 BECKENHAM PLACE PARK,Kent,BR3 5BP,BECKENHAM,,,86210,,,,
A.Z.E. HOLDINGS LIMITED,SC613843,Active,ltd,,16-11-2018,[86210],,89 CAMMO ROAD,EDINBURGH,EH12 0AR,,,SCOTLAND,86210,,,,
A2B PRIMARY CARE SERVICE LIMITED,11177864,Active,ltd,,30-01-2018,[86210],,75 STATION ROAD,LINCOLN,LN6 9AL,NORTH HYKEHAM,,UNITED KINGDOM,86210,,,,
A2B2 LIMITED,11707327,Active,ltd,,03-12-2018,[86210],,3 ADAMS MEADOW,SWINDON,SN4 0FQ,WANBOROUGH,,UNITED KINGDOM,86210,,,,
A2KEYE LTD,14004624,Active,ltd,,27-03-2022,[86210],,12-14 TOWER HILL,DOVER,CT17 0AF,,,ENGLAND,86210,,,,
A2PH MEDICAL SUPPLIES LTD,13227251,Active,ltd,,25-02-2021,[86210],,11 PLAYFIELD CRESCENT,London,SE22 8QR,,,ENGLAND,86210,,,,
A2Z HEALTH LIMITED,10037400,Active - Proposal to Strike off,ltd,,02-03-2016,[86210],,BRACEY'S ACCOUNTANTS,STEVENAGE,SG1 3EJ,18-20 HIGH STREET,,ENGLAND,86210,,,,
A2Z MEDICAL CONSULTANCY LTD,11658565,Active,ltd,,05-11-2018,[86210],,6 ELLIOTTS WAY,CHATHAM,ME4 6EF,,,UNITED KINGDOM,86210,,,,
A3 PRIVATE LIMITED,12206783,Active,ltd,,13-09-2019,[86210],,5 HERON GATE,SCUNTHORPE,DN16 3UT,,SOUTH HUMBERSIDE,UNITED KINGDOM,86210,,,,
AA & H MEDICAL SERVICES LIMITED,10545397,Active,ltd,,04-01-2017,[86210],,573 CHESTER ROAD,SUTTON COLDFIELD,B73 5HU,,W.MIDLANDS,UNITED KINGDOM,86210,,,,
AA CLINICAL SERVICES LIMITED,9016712,Active,ltd,,29-04-2014,[86210],,117A BARNWOOD AVENUE,GLOUCESTER,GL4 3AQ,,,UNITED KINGDOM,86210,,,,
AA DERMA CLINIC LTD,13912065,Active,ltd,,13-02-2022,[86210],,5 HAMBLEDINES,MILTON KEYNES,MK14 5FS,REDHOUSE PARK,,ENGLAND,86210,,,,
AA DIRIE LTD,10583246,Active,ltd,,25-01-2017,[86210],,82 BIRDS NEST AVENUE,LEICESTER,LE3 9ND,,,ENGLAND,86210,,,,
AA MEDICA LTD,13497604,Active,ltd,,06-07-2021,[86210],,7 KINGS GARDENS,ILFORD,IG1 4AJ,,,ENGLAND,86210,,,,
AA MEDICAL ENTERPRISE LTD,12094384,Active,ltd,,10-07-2019,[86210],,35 RUDDLESWAY,WINDSOR,SL4 5SF,,BERKSHIRE,UNITED KINGDOM,86210,,,,
AA MEDICAL SERVICES LIMITED,11753366,Active,ltd,,07-01-2019,[86210],,ROCKLEIGH HOUSE,ASHBY-DE-LA-ZOUCH,LE65 2LF,37 BURTON ROAD,,ENGLAND,86210,,,,
AA MEDICS LIMITED,11752708,Active,ltd,,07-01-2019,[86210],,46 MEADOW WAY,CHIGWELL,IG7 6LR,,Essex,ENGLAND,86210,,,,
